length_inc,width_inc,height_inc,weight_kg,Expiry Date,Material Properties,Storage Requirements,Volume,volume_cm3,density
5.78,36.97,154.05,39.03,,Silk,Cool & Dry Place,32918.420730000005,32918.420730000005,0.0011856583376258461
7.69,12.86,83.84,3.06,,Glass,Room Temperature,8291.222656,8291.222656,0.000369064989201033
54.42,39.03,190.79,45.33,,Glass,Dry Place,405240.363954,405240.363954,0.00011185953826935547
63.25,51.62,123.99,0.53,,Cotton,Room Temperature,404823.01035,404823.01034999994,1.3092141169094494e-06
52.13,59.43,111.66,28.17,,Cotton,Dry Place,345932.271594,345932.271594,8.143212505210108e-05
49.56,61.35,69.73,5.88,2027-01-15,Wood,Freeze,212014.48338,212014.48338000002,2.7733954333021188e-05
79.9,5.74,97.02,37.54,,Paper,Freeze,44495.89452,44495.89452,0.0008436733412141322
34.55,29.19,8.63,47.06,2027-03-02,Cotton,Cool & Dry Place,8703.480135000002,8703.480135000002,0.005407032505394463
65.83,93.43,52.89,19.7,2027-01-09,Wood,Dry Place,325299.781041,325299.781041,6.055952431617856e-05
50.8,36.37,84.6,19.05,,Glass,Freeze,156306.62159999998,156306.62159999998,0.00012187583484946874
66.53,71.25,81.46,48.2,,Ceramic,Refrigerated,386141.78325,386141.78325,0.00012482461647719137
75.39,53.65,124.39,9.03,,Paper,Dry Place,503116.936665,503116.936665,1.794811373247929e-05
88.87,20.77,135.36,21.11,2026-12-13,Paper,Freeze,249851.535264,249851.535264,8.449017524625011e-05
54.06,67.26,51.41,46.13,2027-01-12,Glass,Cool & Dry Place,186930.646596,186930.646596,0.0002467760147414325
37.14,13.86,58.75,44.71,,Glass,Dry Place,30242.1735,30242.1735,0.0014783990310749326
92.68,81.64,70.1,30.89,,Leather,Dry Place,530404.3035200001,530404.3035200001,5.823859232476085e-05
94.18,65.18,140.94,27.69,2026-09-27,Leather,Dry Place,865181.6692560001,865181.6692560001,3.200483896499055e-05
47.81,81.24,104.29,14.18,2025-05-25,Silk,Dry Place,405071.162076,405071.162076,3.50061947814975e-05
12.91,93.88,109.89,11.85,2026-10-22,Silk,Freeze,133185.669012,133185.669012,8.897353662676964e-05
34.13,53.42,162.36,49.92,2027-03-12,Cotton,Freeze,296018.74605600006,296018.74605600006,0.0001686379685918819
53.29,17.39,89.51,45.85,2025-12-28,Plastic,Dry Place,82950.08958100001,82950.08958100001,0.0005527420191056923
29.93,86.28,38.78,6.51,,Glass,Refrigerated,100143.936312,100143.936312,6.500643213901631e-05
80.08,78.16,23.73,25.98,,Leather,Away from Sunlight,148527.322944,148527.32294399999,0.00017491731140805233
37.51,53.45,103.73,38.75,,Plastic,Freeze,207969.262435,207969.262435,0.0001863256115172845
26.89,80.32,178.56,15.15,,Ceramic,Room Temperature,385654.745088,385654.74508799997,3.928384181178174e-05
28.82,42.57,20.92,34.32,2027-02-02,Rubber,Cool & Dry Place,25666.066008000005,25666.066008000005,0.0013371741500743668
69.8,79.2,5.5,48.37,,Paper,Dry Place,30404.88,30404.879999999997,0.0015908630456689847
92.62,16.54,53.47,29.55,2026-05-18,Rubber,Refrigerated,81912.553756,81912.553756,0.00036075056441315625
52.0,6.78,164.24,26.68,2026-08-11,Metal,Refrigerated,57904.4544,57904.4544,0.00046075902582030025
82.32,88.33,93.78,29.89,,Metal,Away from Sunlight,681904.9147679999,681904.9147679999,4.3833090732553644e-05
6.93,83.84,142.47,0.13,2026-12-05,Cotton,Away from Sunlight,82776.665664,82776.665664,1.570490898095424e-06
17.49,36.23,170.25,32.61,2025-10-04,Paper,Freeze,107881.07467499998,107881.07467499998,0.0003022773002423282
86.97,21.4,69.89,8.82,,Leather,Refrigerated,130076.33262,130076.33262,6.780633972643132e-05
21.21,12.39,141.15,21.66,2025-10-29,Rubber,Away from Sunlight,37093.076685,37093.076685,0.00058393646296693
30.07,52.32,177.89,14.2,2027-03-25,Cotton,Room Temperature,279867.648336,279867.648336,5.073826890828032e-05
81.98,54.96,112.81,8.23,,Metal,Freeze,508279.0824480001,508279.0824480001,1.619189198257431e-05
76.79,86.13,174.88,2.81,,Plastic,Dry Place,1156642.801776,1156642.801776,2.429444938130688e-06
15.69,9.21,94.69,23.33,2027-02-24,Glass,Room Temperature,13683.168981,13683.168981,0.0017050143890202094
48.06,57.51,175.28,42.53,,Leather,Freeze,484461.755568,484461.755568,8.778814738458835e-05
55.92,23.39,154.42,27.59,2027-01-17,Metal,Refrigerated,201976.542096,201976.542096,0.00013660002153560187
92.09,70.83,38.77,15.48,2026-12-31,Wood,Dry Place,252886.424319,252886.424319,6.121325034226817e-05
71.88,65.46,191.72,1.72,,Rubber,Dry Place,902093.3674559998,902093.3674559998,1.9066762510964743e-06
24.58,29.31,90.18,13.13,,Ceramic,Room Temperature,64969.261164,64969.261163999996,0.00020209557204069672
67.99,36.93,139.41,29.59,2026-07-01,Metal,Freeze,350040.484287,350040.48428699997,8.453307925302438e-05
54.24,43.99,6.91,17.15,,Silk,Refrigerated,16487.381616000002,16487.381616000002,0.0010401894248239494
45.59,64.13,186.7,44.21,,Silk,Cool & Dry Place,545852.30689,545852.30689,8.099260448652677e-05
45.09,6.85,168.61,41.9,,Metal,Dry Place,52077.98056500001,52077.98056500001,0.0008045626874433699
59.78,91.78,70.48,10.0,2027-02-20,Plastic,Freeze,386696.160032,386696.16003200004,2.586009646222625e-05
47.54,69.88,136.76,8.42,,Paper,Freeze,454329.739552,454329.73955199996,1.8532795163932462e-05
28.17,49.51,127.96,38.64,2026-12-18,Paper,Room Temperature,178465.38973199998,178465.38973199998,0.00021651256895258725
35.95,55.45,29.18,39.58,,Rubber,Away from Sunlight,58168.21445000001,58168.21445000001,0.0006804403465748809
28.39,76.69,63.24,25.4,,Ceramic,Cool & Dry Place,137687.968284,137687.968284,0.0001844750875226009
39.66,45.34,158.73,23.02,,Plastic,Freeze,285425.809812,285425.80981199996,8.06514309801292e-05
82.91,8.96,20.55,4.58,,Plastic,Cool & Dry Place,15266.05248,15266.05248,0.00030001206965587476
44.41,72.19,113.62,46.44,,Rubber,Freeze,364260.936598,364260.93659799994,0.00012749102452138972
92.12,76.56,49.14,19.63,,Wood,Freeze,346570.03180800006,346570.03180800006,5.6640788869116725e-05
52.66,37.01,129.21,39.85,2026-03-25,Rubber,Cool & Dry Place,251823.390186,251823.39018599998,0.0001582458244667673
49.04,43.71,58.67,9.25,2027-01-24,Wood,Room Temperature,125761.397928,125761.39792799999,7.355198139015394e-05
11.95,82.98,42.06,13.34,,Leather,Refrigerated,41707.15866,41707.15866,0.00031984916807085127
32.49,54.56,96.4,15.06,,Plastic,Dry Place,170883.88416000002,170883.88416000002,8.813001924686587e-05
66.83,5.63,189.47,37.68,2026-07-29,Silk,Freeze,71288.636963,71288.636963,0.0005285554838081215
54.14,51.9,172.59,19.38,2025-05-20,Silk,Room Temperature,484954.77294,484954.77294,3.996248945548114e-05
46.83,20.45,39.33,18.57,,Cotton,Dry Place,37665.298755,37665.298754999996,0.0004930267544349391
75.17,81.49,158.26,26.09,,Paper,Room Temperature,969437.978258,969437.9782579999,2.6912500423061184e-05
19.95,20.6,165.08,25.24,,Wood,Cool & Dry Place,67842.92760000001,67842.92760000001,0.0003720358317791698
52.1,54.54,116.12,3.29,2026-03-11,Metal,Away from Sunlight,329958.92808000004,329958.92808000004,9.970937956260801e-06
21.85,96.19,81.84,44.22,2026-12-07,Leather,Room Temperature,172007.34276000003,172007.34276000003,0.00025708204830359875
94.41,48.1,43.33,28.12,,Cotton,Cool & Dry Place,196766.77293,196766.77293,0.00014291030737188397
73.88,76.98,8.36,28.36,2026-03-11,Leather,Away from Sunlight,47545.680864,47545.680863999994,0.0005964789962966593
32.29,62.84,59.52,33.68,2025-12-10,Leather,Room Temperature,120772.24627200002,120772.24627200002,0.0002788720176997189
23.2,36.41,56.43,47.61,,Cotton,Refrigerated,47667.09816,47667.098159999994,0.0009988021473468275
66.87,60.34,157.67,33.79,,Leather,Freeze,636188.3275860001,636188.3275860001,5.311320333118224e-05
48.95,21.59,179.97,13.74,,Silk,Room Temperature,190197.785085,190197.785085,7.224058888940031e-05
5.88,90.83,69.25,38.68,,Paper,Away from Sunlight,36985.06769999999,36985.06769999999,0.0010458274759356466
49.74,27.37,142.44,18.46,2026-09-19,Ceramic,Away from Sunlight,193915.508472,193915.50847200002,9.519609929839877e-05
61.71,91.16,141.1,27.41,,Leather,Dry Place,793755.73596,793755.73596,3.453203392205947e-05
82.87,78.9,135.49,38.16,2025-05-16,Plastic,Cool & Dry Place,885893.6420700002,885893.6420700002,4.30751482884948e-05
46.58,47.9,90.8,32.11,,Cotton,Room Temperature,202591.3256,202591.32559999998,0.00015849642083589784
8.83,92.08,110.76,12.76,,Plastic,Cool & Dry Place,90055.23446400001,90055.23446400001,0.00014169081981681885
35.9,30.38,93.41,40.54,2025-10-27,Metal,Room Temperature,101876.86921999998,101876.86921999998,0.0003979313489940009
56.15,35.73,48.94,34.43,2026-01-28,Metal,Refrigerated,98185.36112999998,98185.36112999998,0.00035066327203720095
65.56,66.35,146.55,16.6,,Rubber,Cool & Dry Place,637478.7243,637478.7243,2.6040084738871967e-05
40.03,17.53,192.52,19.9,,Cotton,Freeze,135096.27026800002,135096.27026800002,0.00014730236416240776
55.07,76.85,35.68,12.39,2026-11-21,Ceramic,Away from Sunlight,151002.38056,151002.38056,8.205168656315918e-05
67.29,5.31,116.4,30.12,,Plastic,Dry Place,41590.87236000001,41590.87236000001,0.0007241973608845937
5.05,67.72,154.39,34.84,,Silk,Freeze,52799.21854,52799.218539999994,0.0006598582510005461
99.7,28.51,108.44,17.53,,Ceramic,Refrigerated,308234.95268,308234.95268,5.687220040291507e-05
51.36,55.94,10.57,20.34,2025-06-05,Rubber,Freeze,30368.438688,30368.438688,0.0006697743077597628
71.08,54.5,145.35,44.35,,Rubber,Freeze,563065.551,563065.551,7.876525196974801e-05
10.9,81.42,116.4,0.59,2026-04-13,Leather,Away from Sunlight,103302.4392,103302.43920000001,5.711384983443836e-06
38.84,79.36,79.15,16.33,2026-10-15,Cotton,Cool & Dry Place,243967.4009600001,243967.40096000006,6.693517222277332e-05
54.57,99.34,169.3,32.8,2026-02-08,Ceramic,Refrigerated,917772.55734,917772.55734,3.573870207566997e-05
66.52,8.82,94.62,27.3,2025-07-18,Silk,Dry Place,55514.159568,55514.159568,0.0004917664288254221
59.54,57.27,130.8,24.44,,Silk,Dry Place,446009.1386400001,446009.1386400001,5.4797083473500184e-05
71.33,89.09,187.16,42.96,2027-02-07,Rubber,Cool & Dry Place,1189362.440252,1189362.440252,3.612019225266413e-05
8.56,92.23,126.37,30.05,2025-07-24,Ceramic,Dry Place,99767.699656,99767.69965600001,0.0003011996879111445
58.61,34.17,72.6,2.45,,Glass,Cool & Dry Place,145396.28861999998,145396.28861999998,1.685049888999017e-05
67.72,62.74,44.46,29.44,2025-06-17,Metal,Freeze,188899.549488,188899.54948800002,0.0001558500275929467
32.17,35.95,196.52,13.8,,Silk,Room Temperature,227277.63998000004,227277.63998000004,6.0718687510194015e-05
87.77,65.92,141.55,8.04,,Metal,Cool & Dry Place,818979.76352,818979.76352,9.817092385096102e-06
43.86,52.77,175.99,16.03,,Wood,Room Temperature,407327.482278,407327.48227800004,3.935408411519742e-05
75.42,62.6,58.29,35.26,2027-01-24,Plastic,Refrigerated,275204.11068000004,275204.11068000004,0.00012812308621726722
30.19,5.08,127.59,28.5,,Rubber,Room Temperature,19567.865868,19567.865868,0.0014564695093606003
28.45,40.44,186.96,0.41,,Cotton,Dry Place,215100.84528,215100.84527999998,1.906082700262274e-06
9.28,62.38,33.22,43.41,2026-06-16,Plastic,Refrigerated,19230.606208,19230.606207999997,0.0022573391358792056
42.11,33.06,92.02,35.84,2026-08-01,Wood,Cool & Dry Place,128106.250332,128106.250332,0.00027976777016825566
10.21,81.64,57.46,44.91,,Plastic,Dry Place,47895.461224000006,47895.461224000006,0.0009376671369748911
73.58,92.57,88.87,48.5,,Glass,Room Temperature,605320.284322,605320.284322,8.012287256212355e-05
52.95,35.54,149.02,31.8,2026-01-14,Paper,Cool & Dry Place,280432.24386000005,280432.24386000005,0.00011339637540351988
89.75,93.76,108.29,33.92,,Silk,Cool & Dry Place,911256.0184000002,911256.0184000002,3.7223348120715135e-05
93.43,42.36,82.73,21.53,2026-01-23,Leather,Away from Sunlight,327420.09080400004,327420.09080400004,6.575650244043294e-05
56.71,46.43,169.05,33.67,,Rubber,Freeze,445116.307965,445116.30796500004,7.564315078441815e-05
10.71,50.22,195.79,40.64,2025-12-20,Glass,Room Temperature,105306.865398,105306.86539800001,0.00038591975790375996
27.47,20.46,15.06,41.78,,Leather,Away from Sunlight,8464.265172000001,8464.265172000001,0.004936045734744851
97.82,92.63,45.96,9.63,,Glass,Refrigerated,416446.6209359999,416446.6209359999,2.312421212196593e-05
91.89,85.4,55.61,29.26,,Glass,Room Temperature,436394.24766000005,436394.24766000005,6.704946308732469e-05
81.32,37.25,25.5,0.37,2026-06-30,Paper,Room Temperature,77243.83499999999,77243.83499999999,4.7900262849455886e-06
87.65,96.97,10.04,44.92,,Ceramic,Refrigerated,85334.18182,85334.18182,0.0005264010158877739
41.19,39.2,79.79,18.09,2025-06-02,Ceramic,Cool & Dry Place,128832.76392000004,128832.76392000003,0.0001404145921392571
38.44,26.16,12.35,23.52,,Glass,Freeze,12419.04144,12419.041439999999,0.0018938659729603093
70.68,55.3,141.87,27.57,,Leather,Away from Sunlight,554513.64948,554513.64948,4.9719245010206706e-05
70.4,26.87,30.14,5.94,2025-08-16,Paper,Freeze,57014.27072000001,57014.27072000001,0.00010418444233324747
19.37,58.75,113.74,28.26,,Metal,Cool & Dry Place,129434.69825,129434.69824999999,0.00021833403547954735
64.36,94.31,48.3,24.7,2026-11-13,Ceramic,Away from Sunlight,293170.93428,293170.93428,8.425118970494417e-05
84.42,58.43,32.23,19.9,,Rubber,Freeze,158979.651138,158979.651138,0.00012517325241031063
67.25,71.16,183.45,6.12,,Glass,Dry Place,877901.8095,877901.8095,6.97116685917937e-06
9.94,33.85,148.04,28.47,,Wood,Refrigerated,49810.87076,49810.87076,0.0005715619816641005
41.5,66.01,197.29,35.38,,Ceramic,Room Temperature,540459.18535,540459.18535,6.546285262426986e-05
68.03,55.77,105.4,42.42,,Plastic,Refrigerated,399891.08874,399891.08874000004,0.00010607888296200696
93.73,96.1,98.04,6.55,2027-01-25,Glass,Freeze,883090.69212,883090.69212,7.417131737936995e-06
29.7,42.42,131.77,27.75,,Plastic,Freeze,166013.59698,166013.59698,0.00016715498311468488
91.07,91.61,47.12,21.34,,Paper,Dry Place,393118.5176239999,393118.5176239999,5.428388397722527e-05
44.86,7.62,40.91,24.11,,Rubber,Room Temperature,13984.396211999998,13984.396211999998,0.0017240644239835845
52.07,15.07,183.52,29.36,2026-12-14,Wood,Cool & Dry Place,144007.20804800003,144007.20804800003,0.00020387868356015775
25.85,52.57,113.87,16.96,,Glass,Cool & Dry Place,154741.871515,154741.871515,0.00010960187978827677
89.76,93.28,163.5,18.08,,Plastic,Cool & Dry Place,1368954.8928,1368954.8928,1.3207155396493717e-05
88.77,13.22,152.36,3.85,2025-10-23,Metal,Dry Place,178800.46298400004,178800.46298400004,2.1532382722882083e-05
11.72,92.64,178.07,20.48,2025-06-06,Ceramic,Freeze,193337.864256,193337.864256,0.00010592855196167002
89.53,32.52,31.25,25.46,2025-07-27,Cotton,Cool & Dry Place,90984.8625,90984.8625,0.00027982676788680097
6.5,27.57,192.68,17.23,,Metal,Freeze,34529.2194,34529.2194,0.0004989976692030287
45.01,8.76,76.1,28.29,2026-10-16,Paper,Refrigerated,30005.28636,30005.28636,0.0009428338613596221
77.97,5.27,77.45,44.44,2026-04-18,Leather,Cool & Dry Place,31824.352155,31824.352154999997,0.0013964149147029196
96.27,94.91,173.03,0.15,2027-03-14,Ceramic,Refrigerated,1580972.635671,1580972.635671,9.487830251808036e-08
74.41,22.78,20.84,42.14,,Ceramic,Cool & Dry Place,35325.046232,35325.046232,0.0011929212979154297
60.87,57.41,126.7,7.01,,Ceramic,Freeze,442759.06689,442759.06688999996,1.5832538561523303e-05
46.1,89.51,27.79,25.84,,Rubber,Away from Sunlight,114672.96169,114672.96169,0.00022533646658446223
39.36,47.58,89.74,18.31,,Ceramic,Cool & Dry Place,168060.47731199997,168060.47731199997,0.00010894887538613824
63.69,47.06,102.58,31.31,2026-06-03,Rubber,Away from Sunlight,307458.048612,307458.048612,0.00010183503128751067
38.42,87.9,10.05,5.66,2027-01-04,Ceramic,Cool & Dry Place,33940.03590000001,33940.03590000001,0.00016676470280339327
76.61,79.08,122.91,31.85,2025-06-10,Ceramic,Cool & Dry Place,744627.963708,744627.963708,4.27730377481361e-05
40.25,85.7,176.62,36.1,2025-08-06,Ceramic,Away from Sunlight,609237.4435,609237.4435,5.925440135886854e-05
96.28,74.34,105.1,36.81,,Silk,Cool & Dry Place,752248.54152,752248.54152,4.8933295271827836e-05
61.75,79.6,158.18,37.94,2025-05-11,Cotton,Away from Sunlight,777502.1539999999,777502.1539999999,4.879729246383542e-05
94.79,73.02,180.03,7.34,2026-12-15,Glass,Room Temperature,1246089.490974,1246089.490974,5.8904276564139254e-06
73.29,52.12,122.44,31.94,2026-07-15,Silk,Dry Place,467705.470512,467705.47051199997,6.829084116770131e-05
33.59,56.46,123.86,2.17,2026-11-16,Ceramic,Cool & Dry Place,234899.424804,234899.424804,9.237996226728298e-06
15.49,99.05,52.26,29.9,2026-07-01,Ceramic,Away from Sunlight,80181.70797,80181.70797,0.0003729030068951273
6.45,77.17,61.11,38.3,2026-08-23,Cotton,Freeze,30417.288615,30417.288615,0.0012591523355277863
11.62,49.72,97.54,32.26,2026-07-08,Plastic,Away from Sunlight,56353.383856,56353.383856,0.0005724589686119664
5.69,20.69,150.58,0.45,2026-08-20,Leather,Dry Place,17727.196138000003,17727.196138000003,2.5384725057302232e-05
90.41,14.58,53.22,33.53,,Wood,Refrigerated,70153.42251599999,70153.42251599999,0.00047795244761369645
39.03,90.54,161.33,24.01,2025-08-05,Plastic,Dry Place,570104.1143460001,570104.1143460001,4.211511440773109e-05
89.97,60.52,145.98,49.93,,Silk,Away from Sunlight,794858.822712,794858.822712,6.28161864387974e-05
85.58,93.73,60.08,7.67,2025-06-17,Silk,Room Temperature,481926.517072,481926.517072,1.5915289423375097e-05
95.16,60.38,107.17,9.08,,Silk,Room Temperature,615773.184936,615773.184936,1.4745689195517215e-05
68.49,20.79,32.53,43.61,,Leather,Refrigerated,46319.697963,46319.697963,0.0009415000942975816
48.27,74.16,169.39,25.65,,Plastic,Refrigerated,606365.925048,606365.925048,4.230118966195131e-05
66.02,15.45,102.48,30.66,2025-11-04,Rubber,Freeze,104530.52232,104530.52231999999,0.00029331145888796326
23.03,55.1,72.93,45.85,,Silk,Cool & Dry Place,92544.74229000002,92544.74229000002,0.0004954360330522455
61.8,21.47,181.9,20.11,,Silk,Freeze,241353.2874,241353.28739999997,8.332184001567488e-05
79.03,61.12,36.99,30.93,2025-07-07,Rubber,Dry Place,178673.30006399998,178673.30006399998,0.00017310924457611187
40.98,12.43,88.28,40.81,2025-06-09,Cotton,Dry Place,44968.18999199999,44968.18999199999,0.0009075304122149513
14.52,8.75,27.48,47.55,2026-05-28,Paper,Freeze,3491.334,3491.334,0.013619436009273246
19.47,24.09,35.32,18.28,,Cotton,Away from Sunlight,16566.220836,16566.220836,0.0011034502184273552
77.35,30.71,97.84,29.05,,Leather,Dry Place,232410.94604,232410.94603999998,0.0001249941127772882
85.83,89.98,189.45,23.53,,Glass,Room Temperature,1463119.20513,1463119.20513,1.608207992725332e-05
46.59,29.6,152.93,35.57,,Wood,Away from Sunlight,210900.25752,210900.25752,0.0001686579258758223
16.56,16.18,125.95,8.65,2026-03-15,Paper,Refrigerated,33747.14376,33747.14376,0.0002563179883167689
33.66,78.77,173.39,0.49,,Glass,Away from Sunlight,459725.9338979999,459725.9338979999,1.0658524217794445e-06
28.54,61.87,64.36,28.17,,Silk,Away from Sunlight,113644.94432799998,113644.94432799998,0.00024787728276496186
64.93,71.27,109.88,29.36,2026-12-26,Wood,Room Temperature,508476.413668,508476.41366799996,5.774112468306161e-05
81.57,87.58,165.6,5.66,,Cotton,Dry Place,1183029.9393599995,1183029.9393599997,4.784325241220835e-06
74.53,26.89,117.21,8.97,,Ceramic,Dry Place,234901.932357,234901.932357,3.81861481938239e-05
76.14,23.87,181.43,13.82,2025-11-30,Silk,Away from Sunlight,329742.09437400004,329742.09437400004,4.191154309927164e-05
31.98,41.56,171.88,34.7,2026-06-19,Glass,Away from Sunlight,228443.782944,228443.782944,0.0001518973270045447
52.22,70.26,119.03,25.8,2027-02-24,Glass,Freeze,436718.356116,436718.35611600004,5.9076976359443586e-05
36.52,54.62,22.95,4.8,,Wood,Freeze,45778.87908,45778.87908,0.00010485184645110799
29.31,82.85,51.29,2.15,2026-09-08,Leather,Dry Place,124549.22521499998,124549.22521499998,1.7262251100226568e-05
61.88,53.84,11.87,21.58,,Silk,Room Temperature,39546.319904,39546.319904,0.0005456892083103096
21.42,74.85,169.48,3.81,,Cotton,Away from Sunlight,271725.08076,271725.08076,1.4021524952145166e-05
25.38,14.49,120.3,22.86,2026-08-21,Plastic,Dry Place,44241.07086,44241.07086,0.0005167144365094602
10.29,86.66,88.15,8.32,,Paper,Freeze,78606.12290999999,78606.12290999999,0.00010584417208219234
84.08,57.91,20.99,12.9,2025-08-21,Cotton,Cool & Dry Place,102201.83807199998,102201.83807199998,0.0001262208218888598
67.73,23.61,198.65,29.7,2026-10-20,Glass,Cool & Dry Place,317662.267845,317662.267845,9.34955234107055e-05
72.92,22.93,86.93,29.72,2026-05-10,Glass,Away from Sunlight,145351.793308,145351.793308,0.00020446944150887366
31.69,12.74,119.22,43.39,2026-04-06,Glass,Freeze,48132.762132,48132.762132,0.0009014649913712954
91.27,52.8,114.32,10.02,2026-08-22,Cotton,Dry Place,550914.4819199999,550914.4819199999,1.8187940830814894e-05
64.94,35.15,139.3,12.42,2025-10-02,Wood,Away from Sunlight,317971.8913,317971.89129999996,3.906005637549259e-05
76.06,51.2,194.57,10.53,2025-06-27,Leather,Freeze,757708.5030400001,757708.5030400001,1.3897164883002655e-05
35.57,93.6,102.04,23.37,2026-10-06,Glass,Cool & Dry Place,339727.07808,339727.07808,6.879051305559093e-05
89.27,64.23,152.45,44.87,,Metal,Cool & Dry Place,874119.654645,874119.654645,5.133164522907648e-05
37.08,48.18,139.35,2.66,,Silk,Dry Place,248950.78164,248950.78163999997,1.0684842933518257e-05
77.22,82.29,58.47,45.98,2025-12-07,Plastic,Cool & Dry Place,371543.744286,371543.74428600003,0.0001237539339771695
34.23,47.24,145.61,35.24,,Metal,Room Temperature,235455.039372,235455.039372,0.0001496676397073143
37.19,64.2,5.25,48.53,,Glass,Room Temperature,12534.8895,12534.8895,0.0038715937623542674
68.07,83.79,14.14,36.84,,Glass,Freeze,80648.696142,80648.696142,0.0004567959776452551
64.78,57.76,187.86,44.8,,Silk,Cool & Dry Place,702914.4094080001,702914.4094080001,6.37346445034907e-05
46.84,25.47,149.79,17.98,,Paper,Away from Sunlight,178701.68689199997,178701.68689199997,0.00010061460701748373
28.6,65.83,82.11,45.14,2025-06-17,Silk,Room Temperature,154591.61718,154591.61718,0.00029199513416979704
34.41,14.07,13.29,3.68,2026-11-19,Metal,Room Temperature,6434.336222999999,6434.336222999999,0.0005719315672136582
71.76,80.66,185.42,21.53,2026-06-22,Metal,Refrigerated,1073240.923872,1073240.923872,2.0060733355493788e-05
75.12,74.79,32.07,37.98,,Leather,Cool & Dry Place,180176.46933600004,180176.46933600004,0.00021079334132790352
91.98,59.6,95.17,28.5,,Leather,Freeze,521722.70136000006,521722.70136000006,5.4626720144068213e-05
96.39,87.69,129.46,24.46,2026-12-27,Ceramic,Refrigerated,1094252.765886,1094252.7658860001,2.2353153460110384e-05
86.15,99.94,172.8,35.51,2026-05-31,Wood,Dry Place,1487778.7968,1487778.7968000001,2.386779545210413e-05
83.81,38.82,121.51,19.24,,Rubber,Refrigerated,395333.295342,395333.295342,4.866779557071107e-05
87.49,97.84,156.23,7.43,,Paper,Away from Sunlight,1337332.174568,1337332.174568,5.555837316484307e-06
46.36,34.1,160.75,12.37,,Plastic,Away from Sunlight,254125.817,254125.817,4.867667577434684e-05
97.6,49.69,15.45,15.71,2025-06-08,Cotton,Dry Place,74928.54479999999,74928.54479999999,0.0002096664234162466
8.33,58.06,13.88,0.52,2025-07-27,Metal,Dry Place,6712.920424000001,6712.920424000001,7.746255983325804e-05
7.22,44.27,150.88,2.55,,Paper,Cool & Dry Place,48225.683872,48225.683872,5.287638858099301e-05
16.37,52.14,116.95,45.96,,Ceramic,Refrigerated,99820.54401,99820.54401000001,0.00046042626250760295
87.08,5.5,142.13,30.55,,Ceramic,Cool & Dry Place,68071.7422,68071.7422,0.0004487912166290935
29.65,35.72,72.48,11.77,,Wood,Dry Place,76763.42304,76763.42304,0.00015332823282081717
17.21,75.49,123.8,5.23,,Leather,Away from Sunlight,160838.84302,160838.84302,3.2517020775570114e-05
52.96,20.7,168.0,17.25,,Cotton,Away from Sunlight,184173.696,184173.696,9.366158346520884e-05
89.34,88.29,66.01,34.41,2027-01-04,Glass,Refrigerated,520675.5658860001,520675.5658860001,6.608721871065087e-05
47.38,79.49,171.35,32.55,2026-12-22,Paper,Refrigerated,645344.5728699999,645344.5728699999,5.0438171123439455e-05
16.69,54.17,25.07,13.19,,Silk,Dry Place,22665.719311000004,22665.719311000004,0.0005819360867845345
24.28,55.67,7.84,11.73,2026-05-01,Metal,Dry Place,10597.073984,10597.073984,0.001106909323999299
58.77,34.58,111.28,0.67,2026-04-21,Leather,Freeze,226150.627248,226150.627248,2.962627201848388e-06
43.24,77.81,190.02,41.59,2025-07-11,Metal,Room Temperature,639323.1260880001,639323.1260880001,6.505317624670958e-05
87.55,88.72,157.16,30.4,2025-05-31,Cotton,Cool & Dry Place,1220730.24176,1220730.24176,2.4903126800701275e-05
98.74,86.5,183.86,8.71,2026-03-07,Wood,Cool & Dry Place,1570350.0986,1570350.0986000001,5.546533863859497e-06
58.41,27.87,153.04,21.56,2026-03-01,Paper,Refrigerated,249131.780568,249131.780568,8.654054473036307e-05
99.23,5.4,137.05,30.35,2025-10-06,Plastic,Freeze,73437.14610000001,73437.14610000001,0.00041327858736057277
62.96,78.96,108.0,27.74,,Wood,Freeze,536902.7327999999,536902.7327999999,5.166671410915196e-05
8.54,69.62,28.09,1.88,2026-10-03,Cotton,Dry Place,16701.044332,16701.044332,0.00011256781088819876
38.32,35.48,23.82,8.6,,Silk,Refrigerated,32385.519552,32385.519551999998,0.00026555078068737974
46.36,52.92,18.99,15.94,,Cotton,Away from Sunlight,46589.519088,46589.519087999994,0.00034213703665607586
51.82,73.38,145.18,36.16,2025-07-22,Plastic,Cool & Dry Place,552054.441288,552054.441288,6.55007863275857e-05
6.73,21.71,92.74,6.96,2026-05-22,Metal,Freeze,13550.083742,13550.083742,0.0005136499620608765
18.12,91.12,64.85,26.49,2026-03-26,Ceramic,Room Temperature,107073.47184,107073.47184,0.0002474002154294953
43.27,89.85,91.74,25.12,,Leather,Away from Sunlight,356667.64352999994,356667.64352999994,7.042971364428552e-05
26.77,13.65,51.06,28.67,,Leather,Refrigerated,18657.86013,18657.86013,0.0015366178007681314
24.93,60.24,93.46,7.17,,Cotton,Away from Sunlight,140356.657872,140356.657872,5.108414598001308e-05
68.59,13.51,43.87,21.48,,Rubber,Away from Sunlight,40652.174983,40652.174983,0.0005283850128309875
73.52,45.79,89.19,28.82,,Rubber,Away from Sunlight,300256.422552,300256.422552,9.598462459203118e-05
